LeadID,SignupDate,CustomerID,ProductID,Branch,Region,SourceChannel,Campaign,LeadStatus,IsConverted,ConvertedTransactionID
317,2024-01-16,33064,41,CT1,North,Google Ads,12.12,Converted,1,2918.0
318,2024-06-07,35711,172,HN1,Central,Facebook Ads,BackToSchool,New,0,
319,2024-12-19,40106,64,CT1,Central,Facebook Ads,SummerSale,NoAnswer,0,
320,2024-12-23,75458,31,HCM1,North,Tiktok Ads,BackToSchool,New,0,
321,2024-01-05,26589,47,DN1,North,Tiktok Ads,11.11,Converted,1,2711.0
322,2024-08-08,99272,130,CT1,Central,Zalo OA,BackToSchool,Converted,1,1501.0
323,2024-05-20,96511,96,HN1,Central,Facebook Ads,SummerSale,Converted,1,1994.0
324,2024-01-21,17214,77,DN1,Central,Facebook Ads,11.11,NoAnswer,0,
325,2024-07-31,95731,110,HN1,North,Website SEO,FlashSaleWeekend,Cancelled,0,
326,2024-12-13,37127,69,DN1,South,Google Ads,12.12,Converted,1,1867.0
327,2024-02-03,15141,58,HN1,North,Google Ads,NewProductLaunch,Calling,0,
328,2024-09-03,38884,106,CT1,Central,Zalo OA,12.12,Converted,1,301.0
329,2024-09-22,12708,44,CT1,South,Email Marketing,BackToSchool,Cancelled,0,
330,2024-01-10,28375,74,HCM1,North,Facebook Ads,FlashSaleWeekend,Cancelled,0,
331,2024-07-27,25088,56,DN1,Central,Website SEO,NewProductLaunch,Converted,1,2702.0
332,2024-09-16,67615,171,HCM1,North,Facebook Ads,BackToSchool,NoAnswer,0,
333,2024-09-25,55046,127,HCM2,South,Tiktok Ads,Tet2024,Converted,1,2154.0
334,2024-03-20,20014,162,CT1,Central,Zalo OA,Tet2024,Converted,1,586.0
335,2024-09-23,74425,30,DN1,North,Email Marketing,SummerSale,Cancelled,0,
336,2024-12-15,13273,71,HCM1,South,Google Ads,FlashSaleWeekend,Converted,1,810.0
337,2024-10-26,57135,198,HCM1,South,Facebook Ads,FlashSaleWeekend,Calling,0,
338,2024-10-13,40881,118,HCM2,North,Email Marketing,12.12,New,0,
339,2024-05-09,88077,55,HCM1,South,Zalo OA,Tet2024,Converted,1,2979.0
340,2023-12-18,18712,67,HN1,Central,Google Ads,11.11,New,0,
341,2024-01-18,84704,141,CT1,South,Facebook Ads,11.11,NoAnswer,0,
342,2024-06-23,62874,3,HCM1,North,Website SEO,FlashSaleWeekend,Converted,1,2934.0
343,2024-02-01,79087,26,HCM1,Central,Zalo OA,FlashSaleWeekend,Calling,0,
344,2023-12-31,22297,57,HCM2,South,Facebook Ads,BackToSchool,Converted,1,460.0
345,2024-06-03,37128,126,HN1,South,Google Ads,FlashSaleWeekend,Converted,1,2627.0
346,2024-07-21,78368,152,HCM1,Central,Google Ads,NewProductLaunch,Calling,0,
347,2024-05-20,97599,53,CT1,Central,Website SEO,11.11,New,0,
348,2024-01-29,98499,198,CT1,South,Zalo OA,BackToSchool,New,0,
349,2024-12-21,88958,43,HCM1,Central,Zalo OA,NewProductLaunch,Cancelled,0,
350,2023-12-20,42920,188,HN1,North,Email Marketing,FlashSaleWeekend,Converted,1,998.0
351,2024-03-22,21156,186,CT1,South,Facebook Ads,FlashSaleWeekend,Converted,1,1546.0
352,2024-12-28,21108,49,CT1,North,Email Marketing,Tet2024,NoAnswer,0,
353,2024-08-03,41845,42,HN1,South,Google Ads,BackToSchool,Converted,1,936.0
354,2024-01-20,12800,194,HN1,North,Google Ads,NewProductLaunch,Converted,1,1679.0
355,2024-09-19,52712,11,HCM1,North,Website SEO,SummerSale,New,0,
356,2024-11-27,12610,103,DN1,Central,Website SEO,FlashSaleWeekend,Converted,1,1191.0
357,2024-10-11,87603,98,HCM2,South,Zalo OA,12.12,Converted,1,2698.0
358,2024-06-12,43872,146,DN1,Central,Email Marketing,12.12,New,0,
359,2024-03-18,20728,85,DN1,Central,Google Ads,FlashSaleWeekend,Calling,0,
360,2024-03-22,30583,100,CT1,South,Facebook Ads,SummerSale,Converted,1,2577.0
361,2024-06-19,95774,104,HN1,North,Tiktok Ads,11.11,Calling,0,
362,2024-04-08,17263,180,CT1,South,Facebook Ads,12.12,Calling,0,
363,2024-06-22,77450,46,HCM2,South,Website SEO,NewProductLaunch,Converted,1,1936.0
364,2024-08-23,99285,44,HCM1,South,Facebook Ads,FlashSaleWeekend,Converted,1,334.0
365,2024-05-23,29456,22,HCM2,Central,Google Ads,FlashSaleWeekend,New,0,
366,2024-08-26,75942,181,CT1,South,Email Marketing,FlashSaleWeekend,NoAnswer,0,
367,2024-11-01,23689,187,CT1,South,Zalo OA,SummerSale,Cancelled,0,
368,2024-04-20,42934,114,CT1,South,Email Marketing,11.11,NoAnswer,0,
369,2024-01-01,43276,125,CT1,North,Tiktok Ads,BackToSchool,New,0,
370,2024-09-20,29873,124,DN1,North,Zalo OA,FlashSaleWeekend,Cancelled,0,
371,2024-07-24,23050,30,HCM1,North,Tiktok Ads,BackToSchool,NoAnswer,0,
372,2024-02-06,76216,8,DN1,North,Tiktok Ads,NewProductLaunch,New,0,
373,2024-02-10,94444,98,CT1,Central,Google Ads,NewProductLaunch,NoAnswer,0,
374,2024-11-01,94040,57,HN1,Central,Google Ads,NewProductLaunch,New,0,
375,2024-12-08,31644,111,DN1,South,Website SEO,12.12,Calling,0,
376,2024-06-05,72021,73,CT1,Central,Website SEO,NewProductLaunch,NoAnswer,0,
377,2024-09-19,47125,115,CT1,North,Tiktok Ads,FlashSaleWeekend,Converted,1,72.0
378,2024-04-06,76899,20,HCM1,South,Email Marketing,SummerSale,Calling,0,
379,2024-09-27,52291,25,HCM2,South,Website SEO,SummerSale,Converted,1,2959.0
380,2024-11-20,45060,19,DN1,North,Google Ads,11.11,Converted,1,1779.0
381,2024-05-13,11538,5,DN1,North,Website SEO,SummerSale,Calling,0,
382,2024-04-19,46176,75,DN1,North,Tiktok Ads,12.12,Converted,1,826.0
383,2024-05-17,51520,128,CT1,Central,Zalo OA,BackToSchool,Cancelled,0,
384,2024-09-12,35675,72,HCM1,South,Email Marketing,11.11,Cancelled,0,
385,2024-03-27,28287,155,CT1,North,Email Marketing,SummerSale,NoAnswer,0,
386,2024-10-08,10174,40,CT1,South,Facebook Ads,NewProductLaunch,New,0,
387,2024-08-16,44998,26,HN1,South,Website SEO,SummerSale,Cancelled,0,
388,2024-06-07,63312,27,HCM1,Central,Email Marketing,Tet2024,Cancelled,0,
389,2024-01-22,22112,190,DN1,South,Google Ads,11.11,Converted,1,1675.0
390,2024-06-01,85225,83,HCM2,North,Zalo OA,FlashSaleWeekend,Converted,1,1933.0
391,2024-08-17,54814,128,DN1,North,Google Ads,FlashSaleWeekend,Calling,0,
392,2024-01-09,95091,178,CT1,South,Website SEO,12.12,Calling,0,
393,2024-12-03,60719,170,HCM1,South,Tiktok Ads,SummerSale,New,0,
394,2024-10-15,43919,157,HCM1,Central,Facebook Ads,SummerSale,Cancelled,0,
395,2023-12-27,83155,167,HCM1,North,Facebook Ads,12.12,Converted,1,2977.0
396,2024-10-25,81569,188,HN1,North,Zalo OA,BackToSchool,Cancelled,0,
397,2024-10-22,51328,169,DN1,South,Email Marketing,NewProductLaunch,New,0,
398,2024-01-19,80482,33,HN1,South,Email Marketing,NewProductLaunch,Converted,1,1763.0
399,2024-06-04,34618,97,HCM2,South,Email Marketing,BackToSchool,Converted,1,2113.0
400,2024-01-03,44675,111,CT1,North,Facebook Ads,BackToSchool,Cancelled,0,
401,2024-10-30,28919,16,HN1,South,Tiktok Ads,Tet2024,NoAnswer,0,
402,2024-09-03,14173,23,HN1,Central,Email Marketing,12.12,NoAnswer,0,
403,2024-05-04,36400,135,CT1,Central,Google Ads,11.11,New,0,
404,2024-12-19,60445,26,HCM1,South,Email Marketing,NewProductLaunch,Calling,0,
405,2024-05-05,80305,96,CT1,Central,Tiktok Ads,BackToSchool,New,0,
406,2024-03-15,47564,12,DN1,Central,Zalo OA,BackToSchool,Converted,1,2317.0
407,2024-12-02,55814,72,CT1,Central,Zalo OA,12.12,NoAnswer,0,
408,2024-10-31,89747,133,HCM1,Central,Facebook Ads,FlashSaleWeekend,Cancelled,0,
409,2024-09-27,98791,106,CT1,Central,Tiktok Ads,11.11,Cancelled,0,
410,2024-07-16,37962,117,HN1,North,Google Ads,BackToSchool,Calling,0,
411,2024-11-20,94892,197,HCM2,South,Tiktok Ads,FlashSaleWeekend,Converted,1,2248.0
412,2024-02-03,95842,177,HN1,Central,Google Ads,Tet2024,Calling,0,
413,2024-05-15,80533,26,HCM2,South,Google Ads,11.11,NoAnswer,0,
414,2024-06-17,66184,133,CT1,Central,Tiktok Ads,FlashSaleWeekend,Calling,0,
415,2024-02-15,92912,22,DN1,North,Website SEO,Tet2024,New,0,
416,2024-06-21,20578,13,CT1,North,Tiktok Ads,SummerSale,NoAnswer,0,
417,2024-04-17,28624,156,HCM1,Central,Google Ads,NewProductLaunch,Cancelled,0,
418,2024-05-12,49194,161,CT1,Central,Email Marketing,BackToSchool,Cancelled,0,
419,2024-10-23,10389,107,HCM2,Central,Zalo OA,FlashSaleWeekend,Cancelled,0,
420,2024-02-10,77391,23,HN1,North,Zalo OA,11.11,Calling,0,
421,2024-11-20,23794,97,DN1,North,Facebook Ads,Tet2024,Converted,1,699.0
422,2024-10-14,68002,18,CT1,South,Zalo OA,NewProductLaunch,Converted,1,364.0
423,2024-06-11,45531,117,CT1,North,Website SEO,NewProductLaunch,Converted,1,2708.0
424,2024-06-01,62815,30,HN1,Central,Google Ads,BackToSchool,Converted,1,2022.0
425,2024-11-04,14986,26,DN1,South,Tiktok Ads,FlashSaleWeekend,NoAnswer,0,
426,2024-09-10,42298,144,CT1,North,Tiktok Ads,NewProductLaunch,Converted,1,699.0
427,2024-02-06,11481,39,CT1,North,Website SEO,BackToSchool,Calling,0,
428,2024-03-24,66408,161,HCM2,Central,Zalo OA,FlashSaleWeekend,New,0,
429,2024-09-03,79267,154,HCM2,South,Google Ads,FlashSaleWeekend,NoAnswer,0,
430,2024-02-05,26835,176,HCM1,North,Zalo OA,SummerSale,Calling,0,
431,2024-02-12,37798,193,HN1,North,Facebook Ads,BackToSchool,Converted,1,2978.0
432,2024-03-31,74887,166,DN1,Central,Zalo OA,12.12,Cancelled,0,
433,2023-12-19,29477,130,CT1,South,Facebook Ads,Tet2024,Cancelled,0,
434,2024-03-26,27266,113,CT1,South,Tiktok Ads,12.12,New,0,
435,2024-06-27,96328,134,HCM1,South,Google Ads,FlashSaleWeekend,New,0,
436,2024-09-01,95988,46,CT1,South,Email Marketing,FlashSaleWeekend,New,0,
437,2024-12-13,53526,50,HN1,Central,Facebook Ads,NewProductLaunch,Cancelled,0,
438,2024-12-20,21889,166,HCM1,North,Zalo OA,NewProductLaunch,Calling,0,
439,2024-11-28,34335,106,HN1,North,Zalo OA,NewProductLaunch,Converted,1,1453.0
440,2024-01-30,21254,146,HCM1,South,Tiktok Ads,FlashSaleWeekend,Cancelled,0,
441,2024-12-03,96610,155,CT1,South,Website SEO,BackToSchool,Cancelled,0,
442,2024-10-20,21442,169,HCM1,South,Email Marketing,11.11,Converted,1,1618.0
443,2024-10-17,56289,72,HCM2,North,Website SEO,BackToSchool,Converted,1,2269.0
444,2024-05-06,63747,74,DN1,North,Zalo OA,Tet2024,Cancelled,0,
445,2024-09-08,47327,17,CT1,South,Website SEO,BackToSchool,Calling,0,
446,2024-12-18,26199,190,DN1,Central,Email Marketing,NewProductLaunch,Converted,1,1647.0
447,2024-04-16,82827,157,CT1,North,Email Marketing,SummerSale,Cancelled,0,
448,2024-03-29,10112,186,DN1,North,Google Ads,Tet2024,New,0,
449,2024-05-20,97051,70,HCM2,South,Website SEO,12.12,New,0,
450,2024-05-09,29581,150,DN1,Central,Google Ads,SummerSale,Converted,1,667.0
451,2024-05-07,69722,6,HCM1,South,Zalo OA,Tet2024,Converted,1,1441.0
452,2024-04-12,26523,26,DN1,South,Zalo OA,Tet2024,Converted,1,2000.0
453,2024-10-28,76960,167,CT1,Central,Zalo OA,FlashSaleWeekend,New,0,
454,2024-09-14,29552,140,HN1,Central,Tiktok Ads,NewProductLaunch,New,0,
455,2024-03-15,20808,99,DN1,Central,Website SEO,FlashSaleWeekend,Cancelled,0,
456,2024-02-10,82525,142,DN1,North,Facebook Ads,12.12,Converted,1,934.0
457,2024-11-24,33620,22,DN1,South,Email Marketing,BackToSchool,Converted,1,183.0
458,2024-07-30,10887,51,CT1,North,Facebook Ads,FlashSaleWeekend,Cancelled,0,
459,2024-04-09,41802,151,DN1,Central,Zalo OA,12.12,Converted,1,2246.0
460,2024-10-27,95024,176,CT1,North,Website SEO,NewProductLaunch,Cancelled,0,
461,2024-09-18,91938,199,CT1,Central,Google Ads,NewProductLaunch,New,0,
462,2024-04-19,96741,104,HN1,Central,Facebook Ads,FlashSaleWeekend,Converted,1,381.0
463,2024-04-21,36049,178,HCM1,South,Zalo OA,NewProductLaunch,Calling,0,
464,2024-02-10,87789,89,CT1,South,Facebook Ads,SummerSale,NoAnswer,0,
465,2024-04-14,94526,141,HCM2,South,Facebook Ads,12.12,NoAnswer,0,
466,2023-12-15,17846,138,DN1,North,Email Marketing,12.12,Converted,1,192.0
467,2024-08-09,56220,183,HCM2,South,Facebook Ads,Tet2024,Converted,1,525.0
468,2024-09-29,56163,9,DN1,Central,Zalo OA,11.11,Converted,1,1094.0
469,2024-03-19,13765,79,HN1,South,Email Marketing,BackToSchool,Converted,1,2337.0
470,2024-04-18,91486,52,CT1,North,Zalo OA,NewProductLaunch,NoAnswer,0,
471,2024-04-10,55270,130,HCM1,South,Tiktok Ads,12.12,Calling,0,
472,2024-01-31,85277,153,CT1,South,Tiktok Ads,12.12,Converted,1,2361.0
473,2024-03-12,98278,13,DN1,South,Tiktok Ads,Tet2024,Cancelled,0,
474,2024-08-07,32931,51,HCM1,North,Facebook Ads,BackToSchool,Converted,1,2355.0
475,2024-12-21,99116,186,CT1,Central,Website SEO,11.11,Converted,1,821.0
476,2024-09-11,65633,34,HCM1,Central,Zalo OA,11.11,Converted,1,36.0
477,2024-06-20,90702,35,DN1,Central,Tiktok Ads,NewProductLaunch,NoAnswer,0,
478,2024-06-23,61913,131,HN1,South,Website SEO,11.11,NoAnswer,0,
479,2024-02-21,35991,120,HN1,South,Tiktok Ads,11.11,Converted,1,1873.0
480,2024-09-17,64845,187,CT1,North,Tiktok Ads,FlashSaleWeekend,Converted,1,1061.0
481,2024-11-27,65312,70,HCM2,Central,Website SEO,BackToSchool,Converted,1,1043.0
482,2024-08-17,20561,176,DN1,South,Tiktok Ads,BackToSchool,Cancelled,0,
483,2024-02-28,26901,192,CT1,South,Facebook Ads,FlashSaleWeekend,NoAnswer,0,
484,2024-05-16,72875,147,CT1,South,Facebook Ads,NewProductLaunch,Converted,1,1846.0
485,2024-05-06,35917,67,HN1,North,Email Marketing,12.12,Converted,1,1542.0
486,2024-03-09,72120,103,HCM1,Central,Facebook Ads,Tet2024,Converted,1,467.0
487,2024-06-16,11988,73,DN1,North,Google Ads,NewProductLaunch,Cancelled,0,
488,2024-09-24,24256,116,HCM1,Central,Email Marketing,SummerSale,Converted,1,199.0
489,2024-07-21,97728,133,DN1,Central,Tiktok Ads,11.11,NoAnswer,0,
490,2024-02-21,38230,67,HCM2,South,Google Ads,FlashSaleWeekend,Converted,1,2816.0
491,2024-01-30,69778,139,HN1,South,Zalo OA,Tet2024,Cancelled,0,
492,2024-03-17,55833,121,HCM2,South,Website SEO,12.12,New,0,
493,2024-08-08,32625,94,CT1,South,Zalo OA,12.12,Converted,1,1194.0
494,2024-07-05,42088,196,HN1,South,Google Ads,BackToSchool,Calling,0,
495,2024-07-19,89650,197,CT1,Central,Facebook Ads,SummerSale,NoAnswer,0,
496,2024-11-19,51167,129,HCM2,South,Tiktok Ads,12.12,Cancelled,0,
497,2024-01-22,81291,91,DN1,South,Email Marketing,SummerSale,Converted,1,1763.0
498,2024-03-23,75303,92,CT1,North,Tiktok Ads,11.11,New,0,
499,2024-09-28,86361,63,HCM1,North,Facebook Ads,BackToSchool,Cancelled,0,
500,2024-08-24,98229,29,DN1,Central,Tiktok Ads,Tet2024,Converted,1,2415.0
501,2024-07-23,14117,12,DN1,Central,Website SEO,BackToSchool,NoAnswer,0,
502,2024-12-05,70710,77,HCM2,North,Website SEO,11.11,NoAnswer,0,
503,2024-01-06,77054,41,HCM2,North,Website SEO,FlashSaleWeekend,NoAnswer,0,
504,2024-08-20,40949,130,HN1,South,Zalo OA,12.12,Converted,1,1542.0
505,2023-12-24,32547,37,HN1,South,Facebook Ads,SummerSale,NoAnswer,0,
506,2024-08-16,91882,173,HCM1,Central,Website SEO,FlashSaleWeekend,Converted,1,2826.0
507,2024-11-03,78136,176,DN1,North,Google Ads,11.11,NoAnswer,0,
508,2024-03-23,74619,24,HCM1,Central,Website SEO,12.12,Converted,1,1633.0
509,2024-09-29,71842,99,HCM1,South,Email Marketing,NewProductLaunch,Converted,1,2494.0
510,2024-06-11,36990,150,HCM2,Central,Zalo OA,SummerSale,New,0,
511,2024-07-24,26193,100,HCM1,Central,Google Ads,11.11,Cancelled,0,
512,2024-08-20,40109,139,HCM1,Central,Facebook Ads,Tet2024,Converted,1,2186.0
513,2024-05-09,29233,58,CT1,South,Facebook Ads,Tet2024,Cancelled,0,
514,2024-03-19,91730,174,HN1,Central,Email Marketing,12.12,Converted,1,2899.0
515,2024-08-27,44510,29,HN1,South,Website SEO,12.12,NoAnswer,0,
516,2024-11-03,11306,163,DN1,North,Google Ads,Tet2024,Converted,1,552.0
517,2023-12-18,13849,143,HN1,Central,Email Marketing,NewProductLaunch,Cancelled,0,
518,2023-12-30,22360,60,DN1,Central,Google Ads,BackToSchool,Converted,1,2098.0
519,2024-09-19,55800,95,CT1,South,Website SEO,Tet2024,New,0,
520,2024-11-14,46963,42,HN1,Central,Website SEO,12.12,NoAnswer,0,
521,2024-08-17,64330,43,CT1,South,Tiktok Ads,12.12,Calling,0,
522,2024-08-28,61707,74,HN1,Central,Tiktok Ads,NewProductLaunch,New,0,
523,2024-05-22,28689,177,HN1,North,Website SEO,Tet2024,NoAnswer,0,
524,2024-11-18,39084,192,CT1,North,Zalo OA,NewProductLaunch,Cancelled,0,
525,2024-05-14,50387,160,HCM1,North,Email Marketing,Tet2024,Converted,1,962.0
526,2024-06-09,84816,64,HCM1,Central,Tiktok Ads,BackToSchool,New,0,
527,2024-05-25,12642,2,HCM1,Central,Website SEO,11.11,Converted,1,1194.0
528,2024-12-28,52137,152,HCM1,North,Google Ads,Tet2024,NoAnswer,0,
529,2024-01-16,89832,66,HN1,North,Email Marketing,11.11,Cancelled,0,
530,2024-06-10,65561,166,HCM2,South,Tiktok Ads,Tet2024,Cancelled,0,
531,2024-03-24,72260,31,CT1,South,Zalo OA,BackToSchool,Converted,1,1698.0
532,2024-09-07,25438,115,HCM2,North,Email Marketing,FlashSaleWeekend,Converted,1,1983.0
533,2024-11-01,58442,26,HCM2,North,Email Marketing,12.12,NoAnswer,0,
534,2024-02-17,12994,29,DN1,Central,Facebook Ads,11.11,Converted,1,2643.0
535,2024-05-30,11813,195,HCM1,North,Google Ads,NewProductLaunch,New,0,
536,2024-11-08,94381,78,HN1,South,Zalo OA,Tet2024,NoAnswer,0,
537,2024-01-26,65276,25,HCM1,South,Zalo OA,12.12,NoAnswer,0,
538,2024-01-27,51243,48,HCM1,South,Zalo OA,Tet2024,NoAnswer,0,
539,2024-09-24,72912,65,HCM2,South,Google Ads,NewProductLaunch,NoAnswer,0,
540,2023-12-26,70272,181,DN1,South,Zalo OA,BackToSchool,Converted,1,1394.0
541,2024-03-18,52051,67,HCM1,South,Facebook Ads,SummerSale,NoAnswer,0,
542,2024-10-11,88854,90,CT1,North,Tiktok Ads,Tet2024,Converted,1,773.0
543,2024-08-23,92736,146,CT1,South,Google Ads,FlashSaleWeekend,Cancelled,0,
544,2024-08-12,75618,137,HCM1,South,Zalo OA,NewProductLaunch,NoAnswer,0,
545,2024-01-18,11920,38,HCM2,South,Website SEO,SummerSale,Converted,1,1616.0
546,2024-07-16,87219,87,HCM2,South,Tiktok Ads,Tet2024,Converted,1,888.0
547,2024-11-15,86872,149,HN1,North,Email Marketing,11.11,Converted,1,2720.0
548,2024-03-13,91132,65,DN1,Central,Google Ads,12.12,New,0,
549,2024-09-03,12093,149,HCM2,Central,Website SEO,12.12,Converted,1,2307.0
550,2024-03-16,22905,27,HN1,Central,Email Marketing,NewProductLaunch,Converted,1,260.0
551,2024-03-13,34351,106,CT1,Central,Website SEO,11.11,Calling,0,
552,2024-04-07,40981,123,CT1,South,Zalo OA,BackToSchool,NoAnswer,0,
553,2024-03-28,83903,198,CT1,Central,Google Ads,SummerSale,New,0,
554,2024-06-27,80821,44,HCM1,Central,Zalo OA,NewProductLaunch,Calling,0,
555,2024-10-23,92289,100,DN1,North,Email Marketing,FlashSaleWeekend,New,0,
556,2024-04-06,94021,28,HN1,North,Facebook Ads,Tet2024,Converted,1,2177.0
557,2024-02-27,88513,173,DN1,North,Website SEO,12.12,Cancelled,0,
558,2024-12-24,29874,17,HCM1,South,Facebook Ads,Tet2024,Converted,1,2363.0
559,2024-07-18,60931,127,HN1,South,Email Marketing,SummerSale,Converted,1,2503.0
560,2024-09-16,17674,123,HN1,South,Zalo OA,11.11,Cancelled,0,
561,2024-08-19,60516,168,HCM2,North,Tiktok Ads,11.11,Calling,0,
562,2024-05-26,70686,131,DN1,Central,Website SEO,NewProductLaunch,Calling,0,
563,2024-12-05,79212,76,DN1,North,Tiktok Ads,NewProductLaunch,Converted,1,232.0
564,2024-06-23,12426,194,HCM2,South,Google Ads,11.11,Converted,1,2659.0
565,2024-07-28,78498,46,CT1,North,Website SEO,NewProductLaunch,Calling,0,
566,2024-06-08,39943,158,HCM1,Central,Facebook Ads,11.11,Converted,1,1421.0
567,2024-03-22,76395,69,DN1,South,Tiktok Ads,SummerSale,Cancelled,0,
568,2024-01-19,54816,137,HCM2,Central,Email Marketing,NewProductLaunch,Converted,1,1704.0
569,2024-03-19,14138,85,HN1,Central,Google Ads,11.11,Cancelled,0,
570,2024-05-14,85945,11,HCM2,South,Website SEO,NewProductLaunch,New,0,
571,2024-05-13,14017,69,CT1,Central,Email Marketing,Tet2024,Cancelled,0,
572,2024-06-21,20451,99,HCM1,North,Google Ads,12.12,Calling,0,
573,2024-07-25,72956,91,CT1,Central,Facebook Ads,Tet2024,NoAnswer,0,
574,2024-01-20,20278,194,HN1,Central,Email Marketing,BackToSchool,Converted,1,1111.0
575,2024-09-07,53764,159,HN1,Central,Website SEO,11.11,NoAnswer,0,
576,2024-12-17,11134,161,HN1,North,Google Ads,BackToSchool,Converted,1,1342.0
577,2024-06-14,72943,167,HN1,Central,Zalo OA,11.11,Calling,0,
578,2023-12-27,64318,94,HCM2,Central,Website SEO,12.12,Converted,1,1779.0
579,2024-09-18,70128,174,HN1,North,Website SEO,NewProductLaunch,Converted,1,1097.0
580,2024-07-18,98056,165,HN1,South,Website SEO,11.11,Converted,1,2932.0
581,2024-12-03,31869,115,HCM2,South,Website SEO,Tet2024,Cancelled,0,
582,2024-12-09,15039,188,HN1,South,Zalo OA,NewProductLaunch,Calling,0,
583,2024-09-25,31281,31,CT1,Central,Email Marketing,12.12,Converted,1,1673.0
584,2024-09-12,20442,11,CT1,South,Email Marketing,Tet2024,Cancelled,0,
585,2024-12-17,83788,87,DN1,North,Email Marketing,NewProductLaunch,NoAnswer,0,
586,2024-02-14,37586,121,CT1,Central,Facebook Ads,11.11,New,0,
587,2024-03-07,63053,130,HCM1,Central,Zalo OA,11.11,Converted,1,626.0
588,2024-12-16,60489,105,HCM1,Central,Zalo OA,Tet2024,Converted,1,845.0
589,2024-07-18,93104,27,HCM1,South,Google Ads,SummerSale,Converted,1,1879.0
590,2024-11-20,96346,2,HCM2,South,Tiktok Ads,11.11,Cancelled,0,
591,2024-06-18,77087,103,CT1,South,Email Marketing,SummerSale,New,0,
592,2024-01-02,22625,101,HCM1,Central,Tiktok Ads,NewProductLaunch,Converted,1,2768.0
593,2024-06-08,44397,21,DN1,North,Google Ads,SummerSale,NoAnswer,0,
594,2024-03-23,68671,58,HCM2,Central,Zalo OA,Tet2024,New,0,
595,2024-08-03,76897,133,DN1,North,Google Ads,BackToSchool,New,0,
596,2024-02-28,36149,180,CT1,Central,Website SEO,BackToSchool,Calling,0,
597,2024-09-04,70030,173,HN1,North,Google Ads,Tet2024,New,0,
598,2024-09-23,79906,85,DN1,Central,Google Ads,FlashSaleWeekend,NoAnswer,0,
599,2024-07-07,15283,93,HN1,Central,Website SEO,BackToSchool,Cancelled,0,
600,2024-07-24,17610,20,HCM2,North,Tiktok Ads,Tet2024,New,0,
601,2024-02-04,53326,61,DN1,North,Website SEO,11.11,Converted,1,2857.0
602,2024-11-17,24924,38,DN1,North,Facebook Ads,SummerSale,Cancelled,0,
603,2024-12-15,86162,148,HCM2,North,Google Ads,BackToSchool,Calling,0,
604,2024-05-06,10869,25,HCM2,North,Google Ads,11.11,Converted,1,1694.0
605,2024-12-21,11014,130,HCM1,North,Tiktok Ads,BackToSchool,Converted,1,1064.0
606,2024-02-21,20103,121,CT1,North,Zalo OA,NewProductLaunch,NoAnswer,0,
607,2024-03-22,92522,160,DN1,North,Website SEO,Tet2024,Converted,1,2918.0
608,2024-01-08,43458,26,DN1,Central,Zalo OA,Tet2024,NoAnswer,0,
609,2024-12-27,92409,198,HCM2,North,Facebook Ads,11.11,Cancelled,0,
610,2024-02-05,33248,169,HCM2,North,Website SEO,FlashSaleWeekend,NoAnswer,0,
611,2024-05-13,99160,67,CT1,Central,Facebook Ads,NewProductLaunch,Calling,0,
612,2024-05-06,53516,1,HCM2,Central,Facebook Ads,SummerSale,Converted,1,48.0
613,2024-02-09,39061,51,HN1,South,Facebook Ads,NewProductLaunch,Cancelled,0,
614,2024-01-22,34170,5,HN1,South,Email Marketing,FlashSaleWeekend,NoAnswer,0,
615,2024-04-01,18024,13,HN1,North,Website SEO,NewProductLaunch,Converted,1,1583.0
616,2024-06-12,92214,147,HN1,North,Website SEO,12.12,Calling,0,
617,2024-01-25,95947,140,CT1,South,Email Marketing,SummerSale,Converted,1,460.0
618,2024-06-17,53803,48,DN1,South,Tiktok Ads,SummerSale,Converted,1,2295.0
619,2024-07-24,29296,153,HN1,North,Email Marketing,NewProductLaunch,Calling,0,
